"BootstrapIteration","Outcome","WindowEnd","Window","Estimate"
2906,"HRIC alpha diversity",30,"Day 1-30",0.0211330384795828
2906,"HRIC distance to personal baseline",30,"Day 1-30",-0.456104385509329
2906,"HRIC alpha diversity",60,"Day 1-60",0.0171532203643604
2906,"HRIC distance to personal baseline",60,"Day 1-60",-0.290131904519979
2907,"HRIC alpha diversity",30,"Day 1-30",0.00635444896244333
2907,"HRIC distance to personal baseline",30,"Day 1-30",-0.32618934671477
2907,"HRIC alpha diversity",60,"Day 1-60",0.00570134367490703
2907,"HRIC distance to personal baseline",60,"Day 1-60",-0.331142463176121
2908,"HRIC alpha diversity",30,"Day 1-30",0.0213754189720678
2908,"HRIC distance to personal baseline",30,"Day 1-30",-0.445941521686573
2908,"HRIC alpha diversity",60,"Day 1-60",0.0113351725298573
2908,"HRIC distance to personal baseline",60,"Day 1-60",-0.269110620273829
2909,"HRIC alpha diversity",30,"Day 1-30",0.00947677012002124
2909,"HRIC distance to personal baseline",30,"Day 1-30",-0.311998284119807
2909,"HRIC alpha diversity",60,"Day 1-60",0.0117526854656556
2909,"HRIC distance to personal baseline",60,"Day 1-60",-0.296787485817679
2910,"HRIC alpha diversity",30,"Day 1-30",0.0214941614630647
2910,"HRIC distance to personal baseline",30,"Day 1-30",-0.625170694516159
2910,"HRIC alpha diversity",60,"Day 1-60",0.0149384782566243
2910,"HRIC distance to personal baseline",60,"Day 1-60",-0.498736077601285
2911,"HRIC alpha diversity",30,"Day 1-30",0.0212905028760958
2911,"HRIC distance to personal baseline",30,"Day 1-30",-0.367604203449148
2911,"HRIC alpha diversity",60,"Day 1-60",0.0254729256174078
2911,"HRIC distance to personal baseline",60,"Day 1-60",-0.365632964735216
2912,"HRIC alpha diversity",30,"Day 1-30",0.0234829879619689
2912,"HRIC distance to personal baseline",30,"Day 1-30",-0.399578078528018
2912,"HRIC alpha diversity",60,"Day 1-60",0.0156721897875376
2912,"HRIC distance to personal baseline",60,"Day 1-60",-0.289069870248835
2913,"HRIC alpha diversity",30,"Day 1-30",0.0291957802242803
2913,"HRIC distance to personal baseline",30,"Day 1-30",-0.575077125497707
2913,"HRIC alpha diversity",60,"Day 1-60",0.0096395634294151
2913,"HRIC distance to personal baseline",60,"Day 1-60",-0.349494097987569
2914,"HRIC alpha diversity",30,"Day 1-30",0.0280111349745461
2914,"HRIC distance to personal baseline",30,"Day 1-30",-0.577454070274307
2914,"HRIC alpha diversity",60,"Day 1-60",0.0235556412458062
2914,"HRIC distance to personal baseline",60,"Day 1-60",-0.48611543984601
2915,"HRIC alpha diversity",30,"Day 1-30",0.00715240807419044
2915,"HRIC distance to personal baseline",30,"Day 1-30",-0.49956738798012
2915,"HRIC alpha diversity",60,"Day 1-60",0.0129951489744576
2915,"HRIC distance to personal baseline",60,"Day 1-60",-0.484415610601735
2916,"HRIC alpha diversity",30,"Day 1-30",0.0208693213584057
2916,"HRIC distance to personal baseline",30,"Day 1-30",-0.449678417143996
2916,"HRIC alpha diversity",60,"Day 1-60",0.00955469223306501
2916,"HRIC distance to personal baseline",60,"Day 1-60",-0.248305710606853
2917,"HRIC alpha diversity",30,"Day 1-30",0.00635169300765018
2917,"HRIC distance to personal baseline",30,"Day 1-30",-0.261870128922813
2917,"HRIC alpha diversity",60,"Day 1-60",-0.00208413423832428
2917,"HRIC distance to personal baseline",60,"Day 1-60",-0.134714866211945
2918,"HRIC alpha diversity",30,"Day 1-30",0.0168690116957194
2918,"HRIC distance to personal baseline",30,"Day 1-30",-0.365952505318774
2918,"HRIC alpha diversity",60,"Day 1-60",0.0141490353536634
2918,"HRIC distance to personal baseline",60,"Day 1-60",-0.307652887399538
2919,"HRIC alpha diversity",30,"Day 1-30",0.0326409844341082
2919,"HRIC distance to personal baseline",30,"Day 1-30",-0.446623175588051
2919,"HRIC alpha diversity",60,"Day 1-60",0.0260044002933881
2919,"HRIC distance to personal baseline",60,"Day 1-60",-0.350582399614787
2920,"HRIC alpha diversity",30,"Day 1-30",0.0236045290373392
2920,"HRIC distance to personal baseline",30,"Day 1-30",-0.482411027420676
2920,"HRIC alpha diversity",60,"Day 1-60",0.0105227641205367
2920,"HRIC distance to personal baseline",60,"Day 1-60",-0.329747881090667
2921,"HRIC alpha diversity",30,"Day 1-30",0.0154676906204282
2921,"HRIC distance to personal baseline",30,"Day 1-30",-0.439436057414084
2921,"HRIC alpha diversity",60,"Day 1-60",0.00517946449447335
2921,"HRIC distance to personal baseline",60,"Day 1-60",-0.235362034190735
2922,"HRIC alpha diversity",30,"Day 1-30",0.00726038821033352
2922,"HRIC distance to personal baseline",30,"Day 1-30",-0.327386203426874
2922,"HRIC alpha diversity",60,"Day 1-60",0.00160258528578931
2922,"HRIC distance to personal baseline",60,"Day 1-60",-0.235597947449828
2923,"HRIC alpha diversity",30,"Day 1-30",0.0172000619083586
2923,"HRIC distance to personal baseline",30,"Day 1-30",-0.567068986131279
2923,"HRIC alpha diversity",60,"Day 1-60",0.00348400851840512
2923,"HRIC distance to personal baseline",60,"Day 1-60",-0.420676956866925
2924,"HRIC alpha diversity",30,"Day 1-30",0.03401553117264
2924,"HRIC distance to personal baseline",30,"Day 1-30",-0.542223735353536
2924,"HRIC alpha diversity",60,"Day 1-60",0.0252776221542597
2924,"HRIC distance to personal baseline",60,"Day 1-60",-0.407600135347447
2925,"HRIC alpha diversity",30,"Day 1-30",0.0148027456221057
2925,"HRIC distance to personal baseline",30,"Day 1-30",-0.251973287415753
2925,"HRIC alpha diversity",60,"Day 1-60",0.0138372637771428
2925,"HRIC distance to personal baseline",60,"Day 1-60",-0.244098129420678
2926,"HRIC alpha diversity",30,"Day 1-30",0.0185508600172733
2926,"HRIC distance to personal baseline",30,"Day 1-30",-0.392090413963914
2926,"HRIC alpha diversity",60,"Day 1-60",0.0131469153198227
2926,"HRIC distance to personal baseline",60,"Day 1-60",-0.32373862105828
2927,"HRIC alpha diversity",30,"Day 1-30",0.0192241927055934
2927,"HRIC distance to personal baseline",30,"Day 1-30",-0.374551787704744
2927,"HRIC alpha diversity",60,"Day 1-60",0.0145832208223125
2927,"HRIC distance to personal baseline",60,"Day 1-60",-0.308930479105827
2928,"HRIC alpha diversity",30,"Day 1-30",0.00510914224244243
2928,"HRIC distance to personal baseline",30,"Day 1-30",-0.139519974712098
2928,"HRIC alpha diversity",60,"Day 1-60",-0.00140971053374968
2928,"HRIC distance to personal baseline",60,"Day 1-60",-0.0115004223058998
2929,"HRIC alpha diversity",30,"Day 1-30",0.0289093710578822
2929,"HRIC distance to personal baseline",30,"Day 1-30",-0.506108410743597
2929,"HRIC alpha diversity",60,"Day 1-60",0.012367819595354
2929,"HRIC distance to personal baseline",60,"Day 1-60",-0.332111945802171
2930,"HRIC alpha diversity",30,"Day 1-30",0.0269488551288959
2930,"HRIC distance to personal baseline",30,"Day 1-30",-0.348286730162116
2930,"HRIC alpha diversity",60,"Day 1-60",0.0234526910056779
2930,"HRIC distance to personal baseline",60,"Day 1-60",-0.29482940801751
2931,"HRIC alpha diversity",30,"Day 1-30",0.022970384482792
2931,"HRIC distance to personal baseline",30,"Day 1-30",-0.430629889121297
2931,"HRIC alpha diversity",60,"Day 1-60",0.0191882503218206
2931,"HRIC distance to personal baseline",60,"Day 1-60",-0.29969373774075
2932,"HRIC alpha diversity",30,"Day 1-30",0.0220764336728086
2932,"HRIC distance to personal baseline",30,"Day 1-30",-0.572436304478157
2932,"HRIC alpha diversity",60,"Day 1-60",0.0120667734035486
2932,"HRIC distance to personal baseline",60,"Day 1-60",-0.379995699410915
2933,"HRIC alpha diversity",30,"Day 1-30",0.0123061028000165
2933,"HRIC distance to personal baseline",30,"Day 1-30",-0.445305553999709
2933,"HRIC alpha diversity",60,"Day 1-60",0.00834518503922691
2933,"HRIC distance to personal baseline",60,"Day 1-60",-0.349589860680869
2934,"HRIC alpha diversity",30,"Day 1-30",0.000361133012952792
2934,"HRIC distance to personal baseline",30,"Day 1-30",-0.279006496767064
2934,"HRIC alpha diversity",60,"Day 1-60",-0.00543177792663325
2934,"HRIC distance to personal baseline",60,"Day 1-60",-0.206153122437829
2935,"HRIC alpha diversity",30,"Day 1-30",0.0298897699590011
2935,"HRIC distance to personal baseline",30,"Day 1-30",-0.465834705688494
2935,"HRIC alpha diversity",60,"Day 1-60",0.0173738547245358
2935,"HRIC distance to personal baseline",60,"Day 1-60",-0.339212600074336
2936,"HRIC alpha diversity",30,"Day 1-30",0.00688645017593131
2936,"HRIC distance to personal baseline",30,"Day 1-30",-0.336133877591422
2936,"HRIC alpha diversity",60,"Day 1-60",-0.00335874576598909
2936,"HRIC distance to personal baseline",60,"Day 1-60",-0.137488200961746
2937,"HRIC alpha diversity",30,"Day 1-30",0.0129987031371722
2937,"HRIC distance to personal baseline",30,"Day 1-30",-0.521857762306623
2937,"HRIC alpha diversity",60,"Day 1-60",0.0106736344853564
2937,"HRIC distance to personal baseline",60,"Day 1-60",-0.48632591030987
2938,"HRIC alpha diversity",30,"Day 1-30",-0.0044393358193396
2938,"HRIC distance to personal baseline",30,"Day 1-30",-0.351141623744192
2938,"HRIC alpha diversity",60,"Day 1-60",-0.0102421817505774
2938,"HRIC distance to personal baseline",60,"Day 1-60",-0.270562216633916
2939,"HRIC alpha diversity",30,"Day 1-30",0.0001483002752502
2939,"HRIC distance to personal baseline",30,"Day 1-30",-0.349822644040344
2939,"HRIC alpha diversity",60,"Day 1-60",0.00909004402297047
2939,"HRIC distance to personal baseline",60,"Day 1-60",-0.347847151469936
2940,"HRIC alpha diversity",30,"Day 1-30",0.00449586171096287
2940,"HRIC distance to personal baseline",30,"Day 1-30",-0.266814303437597
2940,"HRIC alpha diversity",60,"Day 1-60",0.00535421684084387
2940,"HRIC distance to personal baseline",60,"Day 1-60",-0.264286756595601
2941,"HRIC alpha diversity",30,"Day 1-30",0.0271654301712348
2941,"HRIC distance to personal baseline",30,"Day 1-30",-0.531054570920818
2941,"HRIC alpha diversity",60,"Day 1-60",0.00726240332089883
2941,"HRIC distance to personal baseline",60,"Day 1-60",-0.349364118171573
2942,"HRIC alpha diversity",30,"Day 1-30",0.0250683055165802
2942,"HRIC distance to personal baseline",30,"Day 1-30",-0.414370060077158
2942,"HRIC alpha diversity",60,"Day 1-60",0.0143226076547692
2942,"HRIC distance to personal baseline",60,"Day 1-60",-0.339512225187996
2943,"HRIC alpha diversity",30,"Day 1-30",0.0149143241188897
2943,"HRIC distance to personal baseline",30,"Day 1-30",-0.363910382695573
2943,"HRIC alpha diversity",60,"Day 1-60",0.0113511099565393
2943,"HRIC distance to personal baseline",60,"Day 1-60",-0.247734864786916
2944,"HRIC alpha diversity",30,"Day 1-30",0.0288593024784004
2944,"HRIC distance to personal baseline",30,"Day 1-30",-0.344475304851663
2944,"HRIC alpha diversity",60,"Day 1-60",0.0357716695118133
2944,"HRIC distance to personal baseline",60,"Day 1-60",-0.374028817056354
2945,"HRIC alpha diversity",30,"Day 1-30",0.0252195918809218
2945,"HRIC distance to personal baseline",30,"Day 1-30",-0.45115867264818
2945,"HRIC alpha diversity",60,"Day 1-60",0.0186880941382615
2945,"HRIC distance to personal baseline",60,"Day 1-60",-0.357822564789073
2946,"HRIC alpha diversity",30,"Day 1-30",0.0275459955447328
2946,"HRIC distance to personal baseline",30,"Day 1-30",-0.427680151439718
2946,"HRIC alpha diversity",60,"Day 1-60",0.0310470285310201
2946,"HRIC distance to personal baseline",60,"Day 1-60",-0.386793056807882
2947,"HRIC alpha diversity",30,"Day 1-30",0.0150878726935223
2947,"HRIC distance to personal baseline",30,"Day 1-30",-0.357834870720069
2947,"HRIC alpha diversity",60,"Day 1-60",0.0118330922890561
2947,"HRIC distance to personal baseline",60,"Day 1-60",-0.314652324339389
2948,"HRIC alpha diversity",30,"Day 1-30",0.0292866360593317
2948,"HRIC distance to personal baseline",30,"Day 1-30",-0.517468053267541
2948,"HRIC alpha diversity",60,"Day 1-60",0.0144250860523367
2948,"HRIC distance to personal baseline",60,"Day 1-60",-0.341975831973217
2949,"HRIC alpha diversity",30,"Day 1-30",0.00768713150407757
2949,"HRIC distance to personal baseline",30,"Day 1-30",-0.257261338936774
2949,"HRIC alpha diversity",60,"Day 1-60",0.00183992842131458
2949,"HRIC distance to personal baseline",60,"Day 1-60",-0.166352470279752
2950,"HRIC alpha diversity",30,"Day 1-30",0.00722563274103148
2950,"HRIC distance to personal baseline",30,"Day 1-30",-0.273468339620192
2950,"HRIC alpha diversity",60,"Day 1-60",-0.00186391251189437
2950,"HRIC distance to personal baseline",60,"Day 1-60",-0.234592081192189
2951,"HRIC alpha diversity",30,"Day 1-30",0.0224088154817523
2951,"HRIC distance to personal baseline",30,"Day 1-30",-0.454493280104849
2951,"HRIC alpha diversity",60,"Day 1-60",0.00571280482916667
2951,"HRIC distance to personal baseline",60,"Day 1-60",-0.267736382373738
2952,"HRIC alpha diversity",30,"Day 1-30",0.0266141281316933
2952,"HRIC distance to personal baseline",30,"Day 1-30",-0.478105823884648
2952,"HRIC alpha diversity",60,"Day 1-60",0.0170843036277879
2952,"HRIC distance to personal baseline",60,"Day 1-60",-0.389572038002094
2953,"HRIC alpha diversity",30,"Day 1-30",0.00313091130371537
2953,"HRIC distance to personal baseline",30,"Day 1-30",-0.385179687552378
2953,"HRIC alpha diversity",60,"Day 1-60",-0.000442929988261853
2953,"HRIC distance to personal baseline",60,"Day 1-60",-0.258267015393079
2954,"HRIC alpha diversity",30,"Day 1-30",0.0188590730586758
2954,"HRIC distance to personal baseline",30,"Day 1-30",-0.459577698675681
2954,"HRIC alpha diversity",60,"Day 1-60",0.00379986626446989
2954,"HRIC distance to personal baseline",60,"Day 1-60",-0.269399706647247
2955,"HRIC alpha diversity",30,"Day 1-30",0.00880555759446334
2955,"HRIC distance to personal baseline",30,"Day 1-30",-0.407257375894542
2955,"HRIC alpha diversity",60,"Day 1-60",0.00264311400997841
2955,"HRIC distance to personal baseline",60,"Day 1-60",-0.286997587282847
2956,"HRIC alpha diversity",30,"Day 1-30",0.0112394052585953
2956,"HRIC distance to personal baseline",30,"Day 1-30",-0.506890291298783
2956,"HRIC alpha diversity",60,"Day 1-60",0.00470444600352108
2956,"HRIC distance to personal baseline",60,"Day 1-60",-0.378640531032765
2957,"HRIC alpha diversity",30,"Day 1-30",0.0259836357974365
2957,"HRIC distance to personal baseline",30,"Day 1-30",-0.450124093977901
2957,"HRIC alpha diversity",60,"Day 1-60",0.0134178675592012
2957,"HRIC distance to personal baseline",60,"Day 1-60",-0.280807797473806
2958,"HRIC alpha diversity",30,"Day 1-30",0.0201290032443233
2958,"HRIC distance to personal baseline",30,"Day 1-30",-0.458334307645123
2958,"HRIC alpha diversity",60,"Day 1-60",0.0201520556940887
2958,"HRIC distance to personal baseline",60,"Day 1-60",-0.455827061842432
2959,"HRIC alpha diversity",30,"Day 1-30",0.027644590988171
2959,"HRIC distance to personal baseline",30,"Day 1-30",-0.409771408202901
2959,"HRIC alpha diversity",60,"Day 1-60",0.0152390167495915
2959,"HRIC distance to personal baseline",60,"Day 1-60",-0.249679051233478
2960,"HRIC alpha diversity",30,"Day 1-30",0.0321105599100129
2960,"HRIC distance to personal baseline",30,"Day 1-30",-0.551935244694283
2960,"HRIC alpha diversity",60,"Day 1-60",0.0165980686173567
2960,"HRIC distance to personal baseline",60,"Day 1-60",-0.382594965765443
2961,"HRIC alpha diversity",30,"Day 1-30",0.0231637704105162
2961,"HRIC distance to personal baseline",30,"Day 1-30",-0.455630595779248
2961,"HRIC alpha diversity",60,"Day 1-60",0.00944871658196968
2961,"HRIC distance to personal baseline",60,"Day 1-60",-0.239048443252752
2962,"HRIC alpha diversity",30,"Day 1-30",0.0115086844126158
2962,"HRIC distance to personal baseline",30,"Day 1-30",-0.432111775286257
2962,"HRIC alpha diversity",60,"Day 1-60",0.00132912310642398
2962,"HRIC distance to personal baseline",60,"Day 1-60",-0.299725873124482
2963,"HRIC alpha diversity",30,"Day 1-30",0.0270928327684569
2963,"HRIC distance to personal baseline",30,"Day 1-30",-0.538395324638516
2963,"HRIC alpha diversity",60,"Day 1-60",0.0172222831053791
2963,"HRIC distance to personal baseline",60,"Day 1-60",-0.362072868805129
2964,"HRIC alpha diversity",30,"Day 1-30",0.0334122706255732
2964,"HRIC distance to personal baseline",30,"Day 1-30",-0.503281404722718
2964,"HRIC alpha diversity",60,"Day 1-60",0.0228743576187028
2964,"HRIC distance to personal baseline",60,"Day 1-60",-0.353708722204874
2965,"HRIC alpha diversity",30,"Day 1-30",0.04027129141559
2965,"HRIC distance to personal baseline",30,"Day 1-30",-0.578541946268911
2965,"HRIC alpha diversity",60,"Day 1-60",0.0165932131091714
2965,"HRIC distance to personal baseline",60,"Day 1-60",-0.317182366090992
2966,"HRIC alpha diversity",30,"Day 1-30",0.0215983254787693
2966,"HRIC distance to personal baseline",30,"Day 1-30",-0.448092377768439
2966,"HRIC alpha diversity",60,"Day 1-60",0.0198822462599544
2966,"HRIC distance to personal baseline",60,"Day 1-60",-0.434455808103911
2967,"HRIC alpha diversity",30,"Day 1-30",0.0245580437223587
2967,"HRIC distance to personal baseline",30,"Day 1-30",-0.376929427952774
2967,"HRIC alpha diversity",60,"Day 1-60",0.00413180495676795
2967,"HRIC distance to personal baseline",60,"Day 1-60",-0.225923901748181
2968,"HRIC alpha diversity",30,"Day 1-30",0.0277038899508349
2968,"HRIC distance to personal baseline",30,"Day 1-30",-0.335197996440477
2968,"HRIC alpha diversity",60,"Day 1-60",0.0273459901290228
2968,"HRIC distance to personal baseline",60,"Day 1-60",-0.356300772011223
2969,"HRIC alpha diversity",30,"Day 1-30",0.021784204440536
2969,"HRIC distance to personal baseline",30,"Day 1-30",-0.357267043417028
2969,"HRIC alpha diversity",60,"Day 1-60",0.0203249535286639
2969,"HRIC distance to personal baseline",60,"Day 1-60",-0.267305195858757
2970,"HRIC alpha diversity",30,"Day 1-30",0.023566061513059
2970,"HRIC distance to personal baseline",30,"Day 1-30",-0.329039113335986
2970,"HRIC alpha diversity",60,"Day 1-60",0.0158643337442942
2970,"HRIC distance to personal baseline",60,"Day 1-60",-0.27223813771288
2971,"HRIC alpha diversity",30,"Day 1-30",0.019107044451387
2971,"HRIC distance to personal baseline",30,"Day 1-30",-0.386112058434553
2971,"HRIC alpha diversity",60,"Day 1-60",0.0203783660127733
